ABB [GOLD] nf=26 down_streak=0 vol=0.8x sret=+1.8% rsi=52 distSMA200=-15% distHigh60=-1% atr=3.1% | close10d[5451,5488,5334,5398,5288,5440,5587,5636,5635,5735] vol5d[0.8x,1.6x,1.5x,0.9x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_10pc_20d:dist_high_252<=-29.29 & dist_sma_200>-21.1 & rs_market_20d>-3.65 & weekly_close_loc>0.8
JUBLINGREA [GOLD] nf=31 down_streak=3 vol=0.3x sret=-0.3% rsi=52 distSMA200=-3% distHigh60=-8% atr=4.9% | close10d[689,704,687,692,683,693,718,700,689,688] vol5d[0.6x,1.0x,3.7x,0.9x,0.3x] | patterns: hit_10pc_20d:atr_20_pct>3.37 & atr_5_vs_20>1.02 & dist_high_120<=-7.21 & weekly_range_pct>8.57 | hit_25pc_30d:atr_20_pct>4.48 & atr_5_vs_20>0.56 & dist_sma_200<=63.95 & rs_sector_60d<=0.72 | hit_25pc_30d:atr_20_pct>4.36 & rs_market_20d<=7.24 & weekly_range_pct>7.21 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=48.46 & n_sub_3_range_7d<=1.5 & weekly_close_loc<=0.7 | hit_15pc_20d:atr_20_pct>2.14 & rs_sector_60d<=10.06 & weekly_close_loc>0.09 & weekly_range_pct>8.01
JUBLPHARMA [ENTERPRISE-Dryup] nf=52 down_streak=0 vol=1.2x sret=+0.1% rsi=36 distSMA200=-10% distHigh60=-12% atr=3.8% | close10d[907,908,872,882,881,868,879,907,904,906] vol5d[0.5x,0.5x,0.5x,0.5x,1.2x] | patterns: hit_10pc_20d:atr_20_pct>3.43 & close_loc<=0.44 & weekly_close_loc>0.67 & weekly_range_pct<=11.61 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_15pc_20d:atr_20_pct>3.42 & weekly_close_loc>0.66
JINDALSAW [GOLD] nf=79 down_streak=1 vol=1.2x sret=-1.7% rsi=27 distSMA200=-27% distHigh60=-25% atr=5.1% | close10d[245,235,228,220,210,202,218,213,219,216] vol5d[2.3x,1.4x,1.7x,1.3x,1.2x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>3.63 & dist_high_120<=-27.42 & dist_sma_50<=-1.72 & vol_5d_vs_20d>0.82 | hit_15pc_20d:atr_20_pct>3.6 & dist_high_252<=-35.35 & rs_market_20d<=1.36 & weekly_close_vs_sma20<=9.42 | hit_10pc_20d:dist_high_252<=-43.48 & dist_sma_200<=24.12 & rs_sector_60d>-40.44 | hit_15pc_20d:dist_high_252<=-32.38 & dist_high_60<=-19.39 & n_sub_3_range_7d<=3.5 & rs_sector_60d<=1.7
GODREJIND [GOLD] nf=18 down_streak=1 vol=1.9x sret=-3.9% rsi=48 distSMA200=+7% distHigh60=-11% atr=3.9% | close10d[1064,1090,1112,1121,1110,1082,1123,1142,1172,1127] vol5d[0.5x,0.5x,0.4x,1.4x,1.9x] | patterns: hit_10pc_20d:dist_high_10>-8.11 & n_sub_75v_7d>2.5 & weekly_close_loc>0.22 & weekly_range_pct>5.84 | hit_25pc_30d:atr_20_pct>3.62 & weekly_close_loc>0.22 & weekly_range_pct>5.03 | hit_10pc_20d:atr_20_pct>3.61 & rs_market_60d<=27.16 & rs_market_60d>-14.48 & slope_sma_20>-3.56 | hit_10pc_20d:atr_20_pct>3.87 & dist_high_252>-20.17 | hit_10pc_20d:atr_20_pct>3.63 & dist_sma_50>-1.72 & rs_market_20d<=3.19 & rs_sector_60d>-16.21
KALYANKJIL [GOLD] nf=37 down_streak=0 vol=0.5x sret=+0.1% rsi=59 distSMA200=-9% distHigh60=-2% atr=3.7% | close10d[508,531,502,523,512,519,538,554,551,552] vol5d[1.5x,0.9x,1.2x,1.0x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d<=12.5 & roc_60<=9.15 & weekly_close_loc>0.41 | hit_15pc_20d:atr_20_pct>3.2 & dist_sma_200<=19.12 & weekly_close_loc>0.42 | hit_10pc_20d:atr_20_pct>3.02 & dist_high_120<=-18.07 & weekly_close_loc>0.43 & weekly_range_pct<=8.64
EMAMILTD [GOLD] nf=16 down_streak=1 vol=1.0x sret=-1.5% rsi=45 distSMA200=-4% distHigh60=-4% atr=3.4% | close10d[627,634,627,635,620,630,634,620,639,630] vol5d[0.5x,0.7x,1.1x,1.0x,1.0x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120>-26.16 & rs_sector_60d>-21.31 & weekly_close_loc>0.44 | hit_15pc_20d:atr_20_pct>3.2 & dist_sma_200<=19.12 & weekly_close_loc>0.42 | hit_10pc_20d:atr_20_pct>3.12 & dist_sma_200<=10.57 & weekly_close_loc>0.53 & weekly_range_pct<=10.47 | hit_10pc_20d:dist_high_120<=-6.42 & dist_sma_200>-7.87 & rs_market_60d>-3.84 & weekly_close_loc>0.49 | hit_10pc_20d:atr_20_pct>3.13 & rs_sector_60d>-21.46 & weekly_close_loc<=0.7 & weekly_close_loc>0.35
UBL [GOLD] nf=21 down_streak=1 vol=0.4x sret=-0.4% rsi=36 distSMA200=+2% distHigh60=-10% atr=3.6% | close10d[2149,2120,2126,2171,2158,2163,2109,2025,2064,2056] vol5d[0.8x,1.4x,2.3x,0.6x,0.4x] | patterns: hit_10pc_20d:atr_20_pct>3.37 & atr_5_vs_20>1.02 & dist_high_120<=-7.21 & weekly_range_pct>8.57 | hit_15pc_20d:atr_20_pct>2.54 & weekly_close_loc>0.26 & weekly_close_vs_sma20>-1.73 & weekly_range_pct>8.03 | hit_15pc_20d:atr_20_pct>2.47 & rs_sector_60d<=-2.23 & weekly_close_vs_sma20>-0.6 & weekly_range_pct>7.74 | hit_15pc_20d:atr_20_pct>2.14 & rs_sector_60d<=10.06 & weekly_close_loc>0.09 & weekly_range_pct>8.01 | hit_10pc_20d:dist_high_10>-8.11 & n_sub_75v_7d>2.5 & weekly_close_loc>0.22 & weekly_range_pct>5.84
KARURVYSYA [ENTERPRISE-Dryup] nf=29 down_streak=1 vol=0.4x sret=-0.8% rsi=48 distSMA200=+1% distHigh60=-4% atr=3.3% | close10d[180,178,175,178,175,174,176,183,185,184] vol5d[1.0x,0.7x,0.9x,0.8x,0.4x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59
JYOTICNC [GOLD] nf=69 down_streak=0 vol=0.9x sret=+0.8% rsi=68 distSMA200=+10% distHigh60=-1% atr=3.8% | close10d[1108,1165,1139,1169,1186,1134,1176,1235,1240,1250] vol5d[0.8x,0.7x,1.6x,0.8x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & slope_sma_50>1.67 & weekly_close_loc>0.84 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7
KPRMILL [ENTERPRISE-Dryup] nf=41 down_streak=1 vol=0.2x sret=-1.1% rsi=60 distSMA200=+22% distHigh60=-18% atr=5.3% | close10d[1030,1030,1019,1101,1189,1306,1182,1147,1156,1143] vol5d[6.6x,2.3x,0.5x,0.5x,0.2x] | patterns: hit_25pc_30d:atr_20_pct>3.27 & dist_high_120<=-16.27 & weekly_close_vs_sma20>12.57 | hit_10pc_20d:atr_20_pct>3.37 & atr_5_vs_20>1.02 & dist_high_120<=-7.21 & weekly_range_pct>8.57 | hit_10pc_20d:atr_20_pct>4.48 & rs_market_60d<=49.51 & rs_sector_60d>-3.61 & weekly_range_pct>5.29 | hit_10pc_20d:dist_high_20<=-16.19 & rsi_14>30.44 & weekly_close_loc<=0.49 & weekly_range_pct>7.86 | hit_10pc_20d:atr_20_pct>3.88 & weekly_close_vs_sma20<=20.64 & weekly_close_vs_sma20>13.7
LATENTVIEW [ENTERPRISE-Dryup] nf=20 down_streak=0 vol=0.3x sret=+0.8% rsi=52 distSMA200=-5% distHigh60=-2% atr=4.0% | close10d[408,399,389,399,401,412,424,422,420,423] vol5d[1.1x,1.2x,0.6x,0.3x,0.3x] | patterns: hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d<=12.5 & roc_60<=9.15 & weekly_close_loc>0.41 | hit_15pc_20d:atr_20_pct>3.2 & dist_sma_200<=19.12 & weekly_close_loc>0.42 | hit_10pc_20d:atr_20_pct>3.61 & rs_market_60d<=27.16 & rs_market_60d>-14.48 & slope_sma_20>-3.56 | hit_25pc_30d:dist_high_252<=-24.86 & n_sub_2_5_range_7d<=2.5 & rs_market_60d<=-5.43 & weekly_close_vs_sma20<=13.27 | hit_10pc_20d:atr_20_pct>3.13 & rs_sector_60d>-21.46 & weekly_close_loc<=0.7 & weekly_close_loc>0.35
ITI [GOLD] nf=95 down_streak=0 vol=1.0x sret=+1.0% rsi=47 distSMA200=-7% distHigh60=-8% atr=4.3% | close10d[257,258,249,249,246,241,256,262,270,273] vol5d[0.6x,1.7x,1.4x,1.8x,1.0x] | patterns: hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>3.35 & close_loc>0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:roc_60>-14.78 & rs_sector_60d>-15.62 & weekly_close_loc>0.66 & weekly_range_pct>9.0
LEMONTREE [ENTERPRISE-Dryup] nf=22 down_streak=1 vol=0.5x sret=-0.4% rsi=41 distSMA200=+4% distHigh60=-6% atr=3.6% | close10d[138,140,134,136,134,130,138,139,139,139] vol5d[0.9x,0.9x,0.6x,0.5x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>3.61 & dist_high_60<=-4.81 & weekly_close_loc>0.25 & weekly_close_vs_sma20>-0.6 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d<=12.5 & roc_60<=9.15 & weekly_close_loc>0.41 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120>-26.16 & rs_sector_60d>-21.31 & weekly_close_loc>0.44 | hit_15pc_20d:atr_20_pct>3.2 & dist_sma_200<=19.12 & weekly_close_loc>0.42 | hit_10pc_20d:atr_20_pct>3.42 & weekly_close_loc>0.5 & weekly_range_pct<=8.52
CUB [GOLD] nf=59 down_streak=1 vol=0.5x sret=-1.1% rsi=62 distSMA200=+14% distHigh60=-2% atr=3.4% | close10d[173,183,181,181,180,178,184,191,194,192] vol5d[0.5x,0.7x,1.8x,1.6x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>3.35 & close_loc>0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:roc_5>4.11 & weekly_close_loc>0.74 & weekly_range_pct>8.64
KFINTECH [GOLD-baseline] nf=55 down_streak=1 vol=0.6x sret=-0.9% rsi=32 distSMA200=-4% distHigh60=-21% atr=7.2% | close10d[1132,1088,1042,1103,1065,1065,1118,1048,1050,1041] vol5d[0.7x,0.5x,7.0x,0.8x,0.6x] | patterns: hit_15pc_20d:atr_20_pct>3.6 & dist_high_252<=-35.35 & rs_market_20d<=1.36 & weekly_close_vs_sma20<=9.42 | hit_15pc_20d:atr_20_pct>2.78 & dist_high_252<=-36.5 & dist_high_252>-43.91 & weekly_range_pct>9.13 | hit_15pc_20d:dist_high_252<=-32.38 & dist_high_60<=-19.39 & n_sub_3_range_7d<=3.5 & rs_sector_60d<=1.7 | hit_10pc_20d:atr_20_pct>3.37 & atr_5_vs_20<=1.02 & dist_high_120<=-7.21 & weekly_range_pct>8.57 | hit_15pc_20d:dist_high_252<=-27.48 & rsi_14<=37.51 & weekly_close_vs_sma20<=0.26 & weekly_range_pct>8.5
LLOYDSME [GOLD] nf=75 down_streak=1 vol=1.2x sret=-1.2% rsi=49 distSMA200=+23% distHigh60=-3% atr=4.0% | close10d[1194,1230,1209,1225,1197,1176,1263,1267,1331,1314] vol5d[0.8x,1.1x,0.9x,1.5x,1.2x] | patterns: hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>3.35 & close_loc>0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:roc_60>-14.78 & rs_sector_60d>-15.62 & weekly_close_loc>0.66 & weekly_range_pct>9.0
LTF [ENTERPRISE-Dryup] nf=53 down_streak=0 vol=1.4x sret=+1.6% rsi=48 distSMA200=+15% distHigh60=-2% atr=3.5% | close10d[166,167,164,168,164,162,171,171,175,178] vol5d[0.7x,0.7x,0.4x,0.6x,1.4x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.15 & rs_sector_60d>13.71 & weekly_close_loc>0.83 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.75 & n_sub_75v_20d<=12.5 & weekly_close_loc>0.69 & weekly_close_vs_sma20>3.06
MGL [ENTERPRISE-Dryup] nf=10 down_streak=3 vol=0.5x sret=-0.9% rsi=56 distSMA200=-7% distHigh60=-4% atr=3.7% | close10d[1360,1404,1377,1410,1369,1362,1409,1392,1385,1372] vol5d[0.8x,0.4x,0.5x,0.5x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>3.61 & rs_market_60d<=27.16 & rs_market_60d>-14.48 & slope_sma_20>-3.56 | hit_10pc_20d:atr_20_pct>3.63 & dist_sma_50>-1.72 & rs_market_20d<=3.19 & rs_sector_60d>-16.21 | hit_15pc_20d:atr_20_pct>3.52 & dist_sma_200<=16.34 & weekly_close_vs_sma20>1.3 | hit_10pc_20d:atr_20_pct>3.58 & rs_sector_60d<=-2.09 & weekly_close_loc<=0.71 | hit_10pc_20d:atr_20_pct>3.58 & dist_sma_20>-1.93 & weekly_close_vs_sma20<=8.43
KIMS [GOLD] nf=13 down_streak=0 vol=0.4x sret=+0.6% rsi=40 distSMA200=+13% distHigh60=-9% atr=3.8% | close10d[659,662,663,644,634,635,652,659,640,644] vol5d[0.5x,0.5x,1.4x,2.0x,0.4x] | patterns: hit_10pc_20d:atr_20_pct>3.61 & dist_high_60<=-4.81 & weekly_close_loc>0.25 & weekly_close_vs_sma20>-0.6 | hit_25pc_30d:atr_20_pct>3.62 & weekly_close_loc>0.22 & weekly_range_pct>5.03 | hit_10pc_20d:atr_20_pct>3.61 & rs_market_60d<=27.16 & rs_market_60d>-14.48 & slope_sma_20>-3.56 | hit_10pc_20d:atr_20_pct>3.63 & dist_sma_50>-1.72 & rs_market_20d<=3.19 & rs_sector_60d>-16.21 | hit_15pc_20d:atr_20_pct>3.52 & dist_sma_200<=16.34 & weekly_close_vs_sma20>1.3
MINDACORP [ENTERPRISE-Dryup] nf=38 down_streak=0 vol=0.8x sret=+1.3% rsi=46 distSMA200=-4% distHigh60=-10% atr=3.2% | close10d[492,495,478,483,477,468,482,486,501,507] vol5d[1.4x,1.5x,0.8x,0.7x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.35 & roc_20<=3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_15pc_20d:atr_5_vs_20>0.92 & rs_sector_20d<=-2.8 & weekly_close_loc>0.73 & weekly_range_pct>6.25
MOTHERSON [ENTERPRISE-Dryup] nf=17 down_streak=0 vol=0.6x sret=+1.8% rsi=59 distSMA200=-11% distHigh60=-2% atr=3.5% | close10d[88,93,90,95,94,92,97,95,94,96] vol5d[1.1x,1.3x,0.5x,0.5x,0.6x] | patterns: hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_15pc_20d:atr_20_pct>3.42 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120>-26.16 & rs_sector_60d>-21.31 & weekly_close_loc>0.44 | hit_15pc_20d:atr_20_pct>3.2 & dist_sma_200<=19.12 & weekly_close_loc>0.42 | hit_10pc_20d:atr_20_pct>3.12 & dist_sma_200<=10.57 & weekly_close_loc>0.53 & weekly_range_pct<=10.47
MAXHEALTH [GOLD-baseline] nf=31 down_streak=0 vol=1.6x sret=+0.8% rsi=64 distSMA200=+16% distHigh60=-1% atr=3.3% | close10d[1090,1132,1156,1152,1112,1128,1160,1172,1177,1186] vol5d[0.9x,1.0x,0.6x,0.6x,1.6x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.75 & n_sub_75v_20d<=12.5 & weekly_close_loc>0.69 & weekly_close_vs_sma20>3.06 | hit_10pc_20d:atr_20_pct<=4.48 & weekly_close_loc>0.71 & weekly_close_vs_sma20>5.52 & weekly_range_pct>6.07 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59
MRPL [ENTERPRISE-Dryup] nf=54 down_streak=0 vol=0.8x sret=+1.2% rsi=42 distSMA200=-12% distHigh60=-8% atr=4.1% | close10d[131,131,125,128,123,123,129,129,131,133] vol5d[0.6x,0.5x,0.4x,0.4x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42 | hit_15pc_20d:atr_20_pct>3.6 & dist_high_252<=-35.35 & rs_market_20d<=1.36 & weekly_close_vs_sma20<=9.42 | hit_10pc_20d:dist_high_252<=-43.48 & dist_sma_200<=24.12 & rs_sector_60d>-40.44 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_10pc_20d:atr_20_pct>3.61 & dist_high_60<=-4.81 & weekly_close_loc>0.25 & weekly_close_vs_sma20>-0.6
NATCOPHARM [ENTERPRISE-Dryup] nf=45 down_streak=1 vol=0.3x sret=-0.5% rsi=28 distSMA200=-33% distHigh60=-34% atr=3.8% | close10d[841,856,830,813,802,810,834,825,828,824] vol5d[0.3x,0.5x,0.4x,0.3x,0.3x] | patterns: hit_10pc_20d:dist_high_252<=-41.99 & dist_high_60<=-24.97 & weekly_close_loc>0.15 & weekly_close_vs_sma20<=2.23 | hit_15pc_20d:atr_20_pct>3.6 & dist_high_252<=-35.35 & rs_market_20d<=1.36 & weekly_close_vs_sma20<=9.42 | hit_10pc_20d:dist_high_252<=-43.48 & dist_sma_200<=24.12 & rs_sector_60d>-40.44 | hit_10pc_20d:atr_20_pct>2.44 & dist_sma_200<=-21.3 & weekly_close_vs_sma20<=0.12 | hit_15pc_20d:atr_20_pct>2.29 & dist_high_252<=-37.13 & rs_sector_60d<=-4.87
NAVA [ENTERPRISE-Dryup] nf=67 down_streak=0 vol=0.5x sret=+1.6% rsi=51 distSMA200=-0% distHigh60=-14% atr=4.5% | close10d[460,462,434,440,432,430,464,472,465,472] vol5d[0.4x,0.6x,1.0x,0.7x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42 | hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48
LTM [ENTERPRISE-Dryup] nf=28 down_streak=1 vol=0.7x sret=-0.0% rsi=80 distSMA200=-10% distHigh60=-12% atr=3.0% | close10d[4580,4621,4537,4559,4600,4622,4940,4920,5034,5034] vol5d[0.5x,1.4x,1.0x,0.7x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.35 & roc_20>3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14 | hit_10pc_20d:atr_20_pct<=3.35 & rs_sector_20d<=-0.11 & weekly_close_loc>0.5 & weekly_range_pct>6.83 | hit_10pc_20d:atr_20_pct<=4.48 & weekly_close_loc>0.71 & weekly_close_vs_sma20<=5.52 & weekly_range_pct>6.07
NCC [GOLD] nf=65 down_streak=0 vol=1.4x sret=+1.5% rsi=56 distSMA200=-14% distHigh60=-1% atr=3.5% | close10d[217,221,208,214,208,206,220,220,226,229] vol5d[0.6x,0.9x,0.7x,1.4x,1.4x] | patterns: hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71
NBCC [GOLD] nf=100 down_streak=1 vol=1.0x sret=-0.0% rsi=59 distSMA200=+8% distHigh60=-2% atr=4.0% | close10d[94,96,93,96,94,92,100,102,107,107] vol5d[0.5x,1.0x,1.2x,1.8x,1.0x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.2 & slope_sma_50>0.77 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:roc_60<=31.97 & weekly_close_loc>0.59 & weekly_close_vs_sma20>8.87 & weekly_range_pct>9.47 | hit_10pc_20d:rs_sector_20d>-6.57 & weekly_close_loc>0.55 & weekly_close_vs_sma20>9.15 & weekly_range_pct>9.62 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52
MMTC [ENTERPRISE-Dryup] nf=106 down_streak=0 vol=0.5x sret=+1.1% rsi=46 distSMA200=-20% distHigh60=-9% atr=4.7% | close10d[55,56,54,54,53,52,56,57,59,60] vol5d[0.4x,0.5x,0.3x,1.2x,0.5x] | patterns: hit_15pc_20d:dist_high_20<=-3.94 & rs_sector_60d<=-5.19 & weekly_close_loc>0.59 & weekly_range_pct>10.06 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_15pc_20d:atr_20_pct>4.4 & rs_sector_60d<=27.53 & weekly_close_loc>0.46 & weekly_range_pct>9.47 | hit_10pc_20d:atr_20_pct>3.35 & close_loc>0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51
NEULANDLAB [GOLD-baseline] nf=46 down_streak=2 vol=1.6x sret=-4.9% rsi=33 distSMA200=-9% distHigh60=-14% atr=4.8% | close10d[11952,12342,12060,12096,12324,12429,12569,12587,12474,11859] vol5d[1.0x,0.6x,0.6x,0.6x,1.6x] | patterns: hit_10pc_20d:atr_20_pct>4.48 & roc_60<=-7.88 & rs_sector_60d<=-3.61 & weekly_range_pct>5.29 | hit_10pc_20d:atr_20_pct>3.37 & atr_5_vs_20<=1.02 & dist_high_120<=-7.21 & weekly_range_pct>8.57 | hit_15pc_20d:dist_high_252<=-27.48 & rsi_14<=37.51 & weekly_close_vs_sma20<=0.26 & weekly_range_pct>8.5 | hit_25pc_30d:atr_20_pct>4.48 & atr_5_vs_20>0.56 & dist_sma_200<=63.95 & rs_sector_60d<=0.72 | hit_25pc_30d:atr_20_pct>4.36 & rs_market_20d<=7.24 & weekly_range_pct>7.21
