ABB [GOLD] nf=64 down_streak=1 vol=0.9x sret=-0.3% rsi=62 distSMA200=-25% distHigh60=-22% atr=3.5% | close10d[5370,5327,5160,5129,5140,5119,5188,5411,5476,5461] vol5d[0.5x,0.4x,0.7x,0.8x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.67 & roc_60<=-11.53 & rs_sector_60d>-13.91 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_15pc_20d:atr_20_pct>2.98 & n_sub_3_range_7d<=3.5 & weekly_close_loc>0.73 & weekly_close_vs_sma20<=-3.68
JUBLINGREA [GOLD] nf=60 down_streak=0 vol=1.3x sret=+1.1% rsi=62 distSMA200=+3% distHigh60=-20% atr=4.8% | close10d[658,686,671,673,676,678,669,687,697,705] vol5d[0.6x,0.4x,0.5x,1.0x,1.3x] | patterns: hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>4.48 & roc_60<=-7.88 & rs_sector_60d<=-3.61 & weekly_range_pct>5.29 | hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_15pc_20d:atr_20_pct>3.42 & weekly_close_loc>0.66
JUBLPHARMA [ENTERPRISE-Dryup] nf=74 down_streak=1 vol=0.9x sret=-0.2% rsi=47 distSMA200=-8% distHigh60=-20% atr=4.4% | close10d[920,910,883,891,865,866,856,890,901,899] vol5d[2.0x,0.7x,0.5x,0.6x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:dist_high_10<=-2.52 & dist_high_252<=-15.6 & weekly_close_loc>0.5 & weekly_range_pct>7.5 | hit_10pc_20d:dist_high_10<=-3.88 & roc_60<=12.78 & weekly_close_loc>0.41 & weekly_range_pct>7.9 | hit_10pc_20d:atr_20_pct>3.43 & close_loc<=0.44 & weekly_close_loc>0.67 & weekly_range_pct<=11.61
COCHINSHIP [GOLD] nf=103 down_streak=1 vol=2.4x sret=-0.4% rsi=67 distSMA200=-17% distHigh60=-10% atr=4.4% | close10d[1288,1336,1301,1273,1282,1292,1296,1341,1457,1450] vol5d[1.0x,0.7x,1.0x,3.8x,2.4x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.2 & slope_sma_50<=0.77 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_10pc_20d:atr_5_vs_20<=1.58 & weekly_close_loc>0.49 & weekly_range_pct>13.88 | hit_10pc_20d:atr_20_pct>2.23 & weekly_close_loc>0.55 & weekly_range_pct>13.3 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0
EMAMILTD [ENTERPRISE-Dryup] nf=43 down_streak=0 vol=0.7x sret=+1.7% rsi=57 distSMA200=-16% distHigh60=-10% atr=3.8% | close10d[533,552,568,550,568,562,547,555,558,567] vol5d[0.6x,0.3x,0.4x,0.5x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_15pc_20d:atr_20_pct>3.42 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d<=12.5 & roc_60<=9.15 & weekly_close_loc>0.41 | hit_10pc_20d:atr_20_pct>3.43 & close_loc>0.44 & weekly_close_loc>0.67 & weekly_range_pct<=11.61
KARURVYSYA [GOLD] nf=69 down_streak=0 vol=1.1x sret=+1.3% rsi=45 distSMA200=-6% distHigh60=-15% atr=3.4% | close10d[170,170,166,165,161,156,165,166,168,170] vol5d[1.3x,3.9x,1.3x,0.9x,1.1x] | patterns: hit_10pc_20d:rs_sector_20d<=-6.57 & weekly_close_loc>0.55 & weekly_range_pct>9.62 | hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89
KEI [GOLD-baseline] nf=89 down_streak=1 vol=5.6x sret=-13.5% rsi=44 distSMA200=-32% distHigh60=-38% atr=7.1% | close10d[3287,3224,3031,3028,3065,3054,3124,3266,3283,2841] vol5d[0.2x,0.4x,0.3x,0.4x,5.6x] | patterns: hit_10pc_20d:dist_high_120<=-38.87 & dist_sma_50<=-12.07 & rs_market_60d<=-14.48 | hit_10pc_20d:atr_20_pct>4.48 & roc_60<=-7.88 & rs_sector_60d<=-3.61 & weekly_range_pct>5.29 | hit_10pc_20d:dist_sma_200<=6.42 & weekly_range_pct>16.33 | hit_15pc_20d:atr_20_pct>3.6 & dist_high_252<=-35.35 & rs_market_20d<=1.36 & weekly_close_vs_sma20<=9.42 | hit_15pc_20d:atr_20_pct>2.78 & dist_high_252<=-36.5 & dist_high_252>-43.91 & weekly_range_pct>9.13
JKCEMENT [ENTERPRISE-Dryup] nf=49 down_streak=0 vol=0.6x sret=+0.5% rsi=57 distSMA200=+5% distHigh60=-7% atr=2.7% | close10d[4505,4422,4397,4347,4351,4271,4356,4497,4640,4661] vol5d[0.4x,0.9x,0.9x,0.8x,0.6x] | patterns: hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct<=4.4 & weekly_close_loc>0.81 & weekly_close_vs_sma20>2.23 & weekly_range_pct>8.5 | hit_10pc_20d:roc_60<=31.97 & weekly_close_loc>0.59 & weekly_close_vs_sma20<=8.87 & weekly_range_pct>9.47
KIRLOSENG [GOLD-baseline] nf=117 down_streak=1 vol=0.9x sret=-1.2% rsi=88 distSMA200=-34% distHigh60=-32% atr=5.0% | close10d[638,652,646,639,647,652,668,718,734,725] vol5d[0.6x,0.8x,3.5x,0.9x,0.9x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.2 & slope_sma_50<=0.77 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_10pc_20d:atr_5_vs_20<=1.58 & weekly_close_loc>0.49 & weekly_range_pct>13.88 | hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.23 & weekly_close_loc>0.55 & weekly_range_pct>13.3 | hit_15pc_20d:dist_high_20<=-3.94 & rs_sector_60d<=-5.19 & weekly_close_loc>0.59 & weekly_range_pct>10.06
KPIL [ENTERPRISE-Dryup] nf=97 down_streak=0 vol=0.5x sret=+1.6% rsi=56 distSMA200=-22% distHigh60=-30% atr=4.7% | close10d[917,931,908,875,878,857,874,905,925,939] vol5d[0.3x,0.4x,0.5x,0.3x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d<=-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_15pc_20d:atr_20_pct>4.4 & rs_sector_60d<=27.53 & weekly_close_loc>0.46 & weekly_range_pct>9.47
JYOTICNC [ENTERPRISE-Dryup] nf=80 down_streak=1 vol=0.2x sret=-1.8% rsi=78 distSMA200=-9% distHigh60=-25% atr=5.8% | close10d[912,967,984,958,977,1000,1018,1050,1077,1058] vol5d[0.6x,0.5x,0.3x,0.4x,0.2x] | patterns: hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>3.35 & close_loc>0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89
KPITTECH [GOLD] nf=59 down_streak=0 vol=1.0x sret=+1.5% rsi=53 distSMA200=-17% distHigh60=-15% atr=3.9% | close10d[1327,1305,1254,1269,1234,1206,1250,1243,1263,1282] vol5d[0.6x,1.6x,1.2x,1.2x,1.0x] | patterns: hit_10pc_20d:atr_20_pct>3.43 & close_loc<=0.44 & weekly_close_loc>0.67 & weekly_range_pct<=11.61 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.35 & roc_20<=3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42 | hit_15pc_20d:atr_20_pct>3.6 & dist_sma_50<=-1.76 & rs_market_20d>-9.09 & weekly_close_loc>0.68
LALPATHLAB [ENTERPRISE-Dryup] nf=11 down_streak=1 vol=0.3x sret=-1.6% rsi=64 distSMA200=-16% distHigh60=-20% atr=3.3% | close10d[1259,1247,1302,1264,1262,1262,1272,1266,1280,1259] vol5d[0.2x,0.5x,0.6x,0.6x,0.3x] | patterns: hit_15pc_20d:atr_20_pct>2.54 & dist_high_120<=-26.98 & weekly_close_vs_sma20<=-1.73 | hit_15pc_20d:dist_high_120<=-25.79 & n_sub_75v_20d<=13.5 & rs_market_20d<=4.47 | hit_15pc_20d:atr_20_pct>3.04 & roc_60<=-12.59 & rs_market_60d<=29.67 & weekly_close_loc<=0.69 | hit_10pc_20d:atr_20_pct>3.12 & dist_high_120<=-26.86 & dist_high_120>-40.31 & weekly_close_loc<=0.53 | hit_15pc_20d:atr_20_pct>3.2 & slope_sma_50<=-1.5 & weekly_close_loc<=0.42 & weekly_close_vs_sma20<=-4.53
KPRMILL [ENTERPRISE-Dryup] nf=44 down_streak=0 vol=0.6x sret=+1.5% rsi=72 distSMA200=+1% distHigh60=-14% atr=3.5% | close10d[879,866,865,886,898,898,875,896,906,920] vol5d[0.5x,1.0x,0.6x,1.1x,0.6x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.67 & roc_60<=-11.53 & rs_sector_60d>-13.91 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_15pc_20d:atr_20_pct>3.42 & weekly_close_loc>0.66
LATENTVIEW [GOLD] nf=91 down_streak=1 vol=0.9x sret=-0.2% rsi=47 distSMA200=-21% distHigh60=-27% atr=4.2% | close10d[383,385,364,358,350,350,348,359,373,372] vol5d[1.4x,1.7x,2.1x,1.1x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>3.59 & dist_high_60<=-22.1 & slope_sma_20<=-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0
ITI [GOLD] nf=90 down_streak=1 vol=1.3x sret=-1.6% rsi=50 distSMA200=-14% distHigh60=-56% atr=5.1% | close10d[254,267,256,248,241,253,248,251,262,258] vol5d[1.2x,0.7x,1.3x,1.4x,1.3x] | patterns: hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d<=-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:dist_high_10<=-2.52 & dist_high_252<=-15.6 & weekly_close_loc>0.5 & weekly_range_pct>7.5 | hit_10pc_20d:dist_high_120<=-38.87 & dist_sma_50<=-12.07 & rs_market_60d<=-14.48 | hit_10pc_20d:atr_20_pct>4.48 & roc_60<=-7.88 & rs_sector_60d<=-3.61 & weekly_range_pct>5.29
LEMONTREE [GOLD] nf=57 down_streak=0 vol=1.2x sret=+0.9% rsi=69 distSMA200=+2% distHigh60=-15% atr=3.7% | close10d[131,129,127,126,127,128,129,135,136,137] vol5d[0.7x,1.1x,1.9x,1.2x,1.2x] | patterns: hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48
LINDEINDIA [ENTERPRISE-Dryup] nf=44 down_streak=1 vol=0.4x sret=-0.7% rsi=58 distSMA200=-13% distHigh60=-7% atr=4.2% | close10d[6082,6222,6076,5944,6111,6021,6115,6115,6380,6332] vol5d[0.5x,0.3x,0.3x,0.9x,0.4x] | patterns: hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.43 & close_loc<=0.44 & weekly_close_loc>0.67 & weekly_range_pct<=11.61 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42 | hit_15pc_20d:atr_20_pct>3.42 & weekly_close_loc>0.66
LODHA [GOLD-baseline] nf=93 down_streak=0 vol=1.6x sret=+1.4% rsi=50 distSMA200=-7% distHigh60=-18% atr=4.3% | close10d[1138,1113,1076,1132,1082,1055,1064,1112,1177,1194] vol5d[0.9x,0.6x,1.0x,1.3x,1.6x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.2 & slope_sma_50<=0.77 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_15pc_20d:roc_5<=11.75 & weekly_close_loc>0.54 & weekly_range_pct>14.98 | hit_10pc_20d:dist_sma_20<=9.12 & weekly_close_loc>0.48 & weekly_range_pct>16.49 | hit_10pc_20d:atr_5_vs_20<=1.58 & weekly_close_loc>0.49 & weekly_range_pct>13.88 | hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51
LTFOODS [GOLD] nf=87 down_streak=0 vol=0.9x sret=+1.1% rsi=59 distSMA200=+4% distHigh60=-15% atr=4.3% | close10d[350,350,349,344,342,335,342,357,372,376] vol5d[0.6x,0.8x,0.8x,1.1x,0.9x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.2 & slope_sma_50<=0.77 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>3.43 & roc_5>5.1 & weekly_close_loc>0.67 & weekly_range_pct>11.61
KAJARIACER [GOLD] nf=44 down_streak=1 vol=0.8x sret=-1.3% rsi=56 distSMA200=-28% distHigh60=-25% atr=3.1% | close10d[886,877,878,885,875,860,870,885,904,892] vol5d[0.7x,0.5x,1.2x,0.9x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:roc_5<=2.59 & weekly_close_loc>0.48 & weekly_range_pct<=16.49 & weekly_range_pct>6.77 | hit_10pc_20d:atr_20_pct>2.35 & roc_20<=3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_10pc_20d:dist_high_252<=-41.99 & dist_high_60<=-24.97 & weekly_close_loc>0.15 & weekly_close_vs_sma20<=2.23 | hit_10pc_20d:dist_high_252<=-43.48 & dist_sma_200<=24.12 & rs_sector_60d>-40.44
M&MFIN [GOLD] nf=26 down_streak=0 vol=0.5x sret=+0.2% rsi=55 distSMA200=-0% distHigh60=-5% atr=3.0% | close10d[265,261,258,255,257,258,261,268,273,273] vol5d[0.5x,1.1x,1.6x,1.3x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.75 & n_sub_75v_20d<=12.5 & weekly_close_loc>0.69 & weekly_close_vs_sma20>3.06 | hit_10pc_20d:atr_20_pct>2.67 & roc_60>-11.53 & rs_market_60d>3.56 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.35 & roc_20>3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0
MAHABANK [GOLD] nf=54 down_streak=1 vol=1.2x sret=-0.6% rsi=48 distSMA200=-17% distHigh60=-16% atr=3.4% | close10d[48,48,48,47,47,45,44,46,48,47] vol5d[1.0x,1.1x,1.6x,1.1x,1.2x] | patterns: hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15
CUB [ENTERPRISE-Dryup] nf=36 down_streak=0 vol=0.6x sret=+1.8% rsi=66 distSMA200=-5% distHigh60=-12% atr=3.3% | close10d[157,156,155,146,149,149,153,154,156,159] vol5d[0.4x,0.8x,0.6x,0.5x,0.6x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.35 & roc_20<=3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_15pc_20d:atr_20_pct>2.67 & roc_60>-15.42 & weekly_close_loc>0.71 & weekly_range_pct>7.25 | hit_15pc_20d:atr_20_pct>3.04 & vol_5d_vs_20d<=1.58 & weekly_close_loc>0.69 & weekly_range_pct>5.68
MAPMYINDIA [GOLD] nf=60 down_streak=0 vol=1.2x sret=+1.2% rsi=33 distSMA200=-16% distHigh60=-8% atr=4.3% | close10d[1664,1646,1637,1631,1623,1586,1592,1591,1612,1632] vol5d[0.8x,1.3x,0.8x,1.3x,1.2x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42 | hit_10pc_20d:atr_20_pct>2.15 & rs_sector_60d>13.71 & weekly_close_loc>0.83
LLOYDSME [GOLD-baseline] nf=107 down_streak=0 vol=1.4x sret=+0.6% rsi=72 distSMA200=+29% distHigh60=-15% atr=4.6% | close10d[1104,1152,1156,1143,1114,1122,1124,1196,1249,1257] vol5d[0.4x,0.4x,1.2x,1.2x,1.4x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.2 & slope_sma_50<=0.77 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_10pc_20d:atr_5_vs_20<=1.58 & weekly_close_loc>0.49 & weekly_range_pct>13.88 | hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.23 & weekly_close_loc>0.55 & weekly_range_pct>13.3 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52
MEDANTA [ENTERPRISE-Dryup] nf=51 down_streak=0 vol=0.7x sret=+1.0% rsi=57 distSMA200=+10% distHigh60=-2% atr=3.8% | close10d[1253,1226,1209,1174,1168,1178,1180,1235,1228,1240] vol5d[0.3x,0.3x,0.5x,0.4x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>2.15 & rs_sector_60d>13.71 & weekly_close_loc>0.83 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15
MAZDOCK [GOLD-baseline] nf=95 down_streak=0 vol=2.3x sret=+0.3% rsi=88 distSMA200=+18% distHigh60=-5% atr=4.4% | close10d[2242,2338,2303,2256,2256,2316,2322,2376,2625,2633] vol5d[0.9x,0.8x,0.7x,3.6x,2.3x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.58 & weekly_close_loc>0.49 & weekly_range_pct>13.88 | hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.23 & weekly_close_loc>0.55 & weekly_range_pct>13.3 | hit_10pc_20d:roc_60<=31.97 & weekly_close_loc>0.59 & weekly_close_vs_sma20>8.87 & weekly_range_pct>9.47 | hit_10pc_20d:atr_20_pct>2.56 & roc_20>29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89
KIMS [ENTERPRISE-Dryup] nf=53 down_streak=0 vol=0.7x sret=+0.2% rsi=68 distSMA200=+12% distHigh60=-12% atr=4.2% | close10d[526,512,514,527,550,571,596,580,590,592] vol5d[1.0x,1.7x,0.9x,0.7x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42 | hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48
MINDACORP [GOLD] nf=40 down_streak=0 vol=0.9x sret=+0.1% rsi=66 distSMA200=+2% distHigh60=-11% atr=4.2% | close10d[519,520,515,515,515,510,515,528,530,530] vol5d[0.7x,0.6x,0.4x,1.6x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_10pc_20d:atr_20_pct>3.61 & dist_high_60<=-4.81 & weekly_close_loc>0.25 & weekly_close_vs_sma20>-0.6 | hit_10pc_20d:atr_20_pct>3.79 & dist_sma_200>-1.47 & rs_market_20d<=4.6 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d>12.5 & weekly_close_loc>0.41
MOTHERSON [ENTERPRISE-Dryup] nf=63 down_streak=1 vol=0.4x sret=-0.2% rsi=59 distSMA200=-25% distHigh60=-20% atr=3.4% | close10d[85,85,84,83,84,81,81,84,86,86] vol5d[0.7x,0.6x,0.6x,0.6x,0.4x] | patterns: hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.35 & roc_20<=3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0
MOTILALOFS [GOLD] nf=101 down_streak=0 vol=0.9x sret=+1.5% rsi=70 distSMA200=-15% distHigh60=-36% atr=4.3% | close10d[611,605,593,592,583,576,578,609,627,636] vol5d[0.4x,0.7x,1.0x,1.2x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d<=-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>3.35 & close_loc>0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51
